0.01,1e-08,0.1,0.9998171512159444
0.01,1e-08,1,0.9998171512159444
0.01,1e-08,5,0.9996343024318889
0.01,1e-08,10,0.9994514536478333
0.01,1e-08,100,0.969098555494606
0.01,1.8329807108324374e-08,0.1,0.9996389891696751
0.01,1.8329807108324374e-08,1,0.9994584837545126
0.01,1.8329807108324374e-08,5,0.9992779783393502
0.01,1.8329807108324374e-08,10,0.9992779783393502
0.01,1.8329807108324374e-08,100,0.9693140794223827
0.01,3.3598182862837814e-08,0.1,1.0
0.01,3.3598182862837814e-08,1,0.9998177842565598
0.01,3.3598182862837814e-08,5,0.9994533527696793
0.01,3.3598182862837814e-08,10,0.9994533527696793
0.01,3.3598182862837814e-08,100,0.974307580174927
0.01,6.158482110660267e-08,0.1,0.999822158989863
0.01,6.158482110660267e-08,1,0.9996443179797262
0.01,6.158482110660267e-08,5,0.9994664769695892
0.01,6.158482110660267e-08,10,0.9994664769695892
0.01,6.158482110660267e-08,100,0.9784812377734305
0.01,1.1288378916846883e-07,0.1,1.0
0.01,1.1288378916846883e-07,1,0.9996339007871133
0.01,1.1288378916846883e-07,5,0.99945085118067
0.01,1.1288378916846883e-07,10,0.99945085118067
0.01,1.1288378916846883e-07,100,0.970345963756178
0.01,2.06913808111479e-07,0.1,0.9996285979572888
0.01,2.06913808111479e-07,1,0.999071494893222
0.01,2.06913808111479e-07,5,0.9988857938718663
0.01,2.06913808111479e-07,10,0.9988857938718663
0.01,2.06913808111479e-07,100,0.9671309192200558
0.01,3.792690190732254e-07,0.1,0.9998144712430427
0.01,3.792690190732254e-07,1,0.9996289424860852
0.01,3.792690190732254e-07,5,0.999443413729128
0.01,3.792690190732254e-07,10,0.9990723562152133
0.01,3.792690190732254e-07,100,0.9653061224489796
0.01,6.951927961775605e-07,0.1,0.9996427295462664
0.01,6.951927961775605e-07,1,0.999285459092533
0.01,6.951927961775605e-07,5,0.9989281886387996
0.01,6.951927961775605e-07,10,0.9989281886387996
0.01,6.951927961775605e-07,100,0.9735619864237226
0.01,1.2742749857031322e-06,0.1,0.9998149176383492
0.01,1.2742749857031322e-06,1,0.9994447529150472
0.01,1.2742749857031322e-06,5,0.9992596705533964
0.01,1.2742749857031322e-06,10,0.9992596705533964
0.01,1.2742749857031322e-06,100,0.9670553396261337
0.01,2.335721469090121e-06,0.1,0.9998154981549815
0.01,2.335721469090121e-06,1,0.9994464944649446
0.01,2.335721469090121e-06,5,0.9992619926199262
0.01,2.335721469090121e-06,10,0.9992619926199262
0.01,2.335721469090121e-06,100,0.96070110701107
0.01,4.281332398719396e-06,0.1,0.9998196248196248
0.01,4.281332398719396e-06,1,0.9996392496392495
0.01,4.281332398719396e-06,5,0.9994588744588745
0.01,4.281332398719396e-06,10,0.9994588744588745
0.01,4.281332398719396e-06,100,0.9727633477633478
0.01,7.847599703514607e-06,0.1,1.0
0.01,7.847599703514607e-06,1,0.9998170173833487
0.01,7.847599703514607e-06,5,0.9996340347666972
0.01,7.847599703514607e-06,10,0.9996340347666972
0.01,7.847599703514607e-06,100,0.9612076852698994
0.01,1.438449888287663e-05,0.1,1.0
